10.0, 1534.2250836291262
9.9, 1261.0529369024216
9.8, 1199.6625665119957
9.7, 1229.4585502635182
9.6, 1209.8306273565745
9.5, 1204.0908891787997
9.4, 1199.1350842610555
9.3, 1230.1969617979016
9.2, 1218.2438234501997
9.1, 1228.8981946163724
9.0, 1230.1617264914876
8.9, 1227.8989109999668
8.8, 1231.9272302755548
8.7, 1218.5222927534658
8.6, 1232.8650987906203
8.5, 1217.6663905590833
8.4, 1234.0127268919969
8.3, 1212.9665288602484
8.2, 1211.4070559162485
8.1, 1217.8982272227631
8.0, 1205.1168822868892
7.9, 1213.5903816509724
7.8, 1207.529537940438
7.699999999999999, 1213.49065540244
7.6, 1216.8436556855038
7.5, 1233.417572262573
7.4, 1214.8373131172582
7.3, 1212.9578766123993
7.199999999999999, 1224.0417257313563
7.1, 1206.883220259721
7.0, 1211.7845504455083
6.9, 1209.2308631383617
6.8, 1186.0616220555569
6.699999999999999, 1245.2150320746944
6.6, 1208.7639800928678
6.5, 1219.6788443030584
6.4, 1226.4893606924927
6.3, 1213.9108403552646
6.199999999999999, 1207.6185277035063
6.1, 1204.6472598197054
6.0, 1230.4243272943702
5.8999999999999995, 1226.1355972680294
5.8, 1228.1026468072882
5.7, 1211.141657502402
5.6, 1205.8239140634782
5.5, 1227.8575191604089
5.3999999999999995, 1221.751787688989
5.3, 1214.1467242967776
5.199999999999999, 1218.0480048770005
5.1, 1231.2160004255818
5.0, 1226.3170489234765
4.8999999999999995, 1244.5937165620871
4.8, 1233.9395446371059
4.699999999999999, 1218.5241065935736
4.6, 1225.8015073756183
4.5, 1219.954209765234
4.3999999999999995, 1214.164652820224
4.3, 1205.9109663036518
4.199999999999999, 1235.6820502230473
4.1, 1232.551148838767
4.0, 1234.9512787724989
3.8999999999999995, 1198.8786139403226
3.8, 1208.1329223632683
3.6999999999999993, 1186.1354192007527
3.5999999999999996, 1206.6262196783925
3.5, 1203.6765240762986
3.3999999999999995, 1200.3370041285452
3.3, 1211.2436926018613
3.1999999999999993, 1226.0422907881923
3.0999999999999996, 1209.6234678364879
3.0, 1205.6095842530228
2.8999999999999995, 1188.1736293865545
2.8, 1208.3697741316946
2.6999999999999993, 1207.0412116823582
2.5999999999999996, 1193.420063003714
2.5, 1217.9338012147377
2.3999999999999995, 1213.4956319596515
2.3, 1216.545511745198
2.1999999999999993, 1236.4896232231654
2.0999999999999996, 1224.6190953368705
2.0, 1211.7625710329298
1.9000000000000004, 1227.5490025757035
1.799999999999999, 1210.3672769881175
1.6999999999999993, 1226.8779042787203
1.5999999999999996, 1205.5405787061163
1.5, 1210.709277502146
1.4000000000000004, 1217.170127554647
1.299999999999999, 1202.3103561998362
1.1999999999999993, 1224.071500514726
1.0999999999999996, 1222.83173887898
1.0, 1216.5659628604951
0.9000000000000004, 1216.6879823399918
0.7999999999999989, 1215.4258478776235
0.6999999999999993, 1207.8071503049257
0.5999999999999996, 1204.4029741970774
0.5, 1198.2959591135518
0.3999999999999986, 1227.4480765582136
0.29999999999999893, 1222.119933134078
0.1999999999999993, 1220.8505367129064
0.1, 1201.9107812410805
